,workclass,marital-status,occupation,relationship,race,gender,native-country,age,educational-num,capital-gain,capital-loss,hours-per-week,target
37048,4.0,2.0,1.0,5.0,4.0,0.0,39.0,59,9,0,0,40,0
196,4.0,2.0,3.0,0.0,4.0,1.0,26.0,60,3,0,0,40,0
6733,7.0,2.0,10.0,0.0,4.0,1.0,39.0,48,16,0,0,45,1
101,4.0,2.0,6.0,0.0,4.0,1.0,39.0,35,10,0,0,40,0
17041,4.0,5.0,3.0,4.0,4.0,0.0,39.0,28,7,0,0,40,0
7685,4.0,2.0,4.0,0.0,4.0,1.0,39.0,50,14,0,0,65,1
16690,4.0,2.0,3.0,0.0,4.0,1.0,39.0,48,9,0,0,55,0
28905,0.0,4.0,0.0,3.0,4.0,0.0,10.0,20,10,0,0,15,0
4763,4.0,4.0,12.0,3.0,4.0,1.0,39.0,20,10,0,0,15,0
23515,0.0,5.0,0.0,3.0,4.0,0.0,39.0,50,4,0,0,20,0
34861,4.0,4.0,8.0,1.0,4.0,0.0,39.0,22,10,0,0,40,0
2939,1.0,2.0,10.0,0.0,4.0,1.0,39.0,54,10,0,0,40,1
29174,0.0,6.0,0.0,4.0,4.0,0.0,39.0,66,9,0,0,40,0
5424,4.0,2.0,14.0,0.0,4.0,1.0,39.0,45,9,0,0,42,0
31565,4.0,4.0,1.0,1.0,4.0,0.0,39.0,26,9,0,0,40,0
16066,2.0,4.0,10.0,1.0,4.0,1.0,39.0,21,9,0,0,40,0
1630,6.0,2.0,4.0,0.0,4.0,1.0,39.0,68,4,0,0,16,0
678,4.0,4.0,10.0,1.0,4.0,0.0,39.0,39,11,4650,0,32,0
34010,4.0,2.0,12.0,0.0,4.0,1.0,39.0,41,9,7298,0,50,1
38442,4.0,4.0,8.0,1.0,4.0,0.0,39.0,19,9,0,0,35,0
8958,2.0,2.0,4.0,0.0,2.0,1.0,39.0,51,10,0,0,40,1
32008,4.0,0.0,8.0,1.0,2.0,1.0,39.0,72,2,0,0,40,0
31723,4.0,2.0,10.0,5.0,4.0,0.0,39.0,28,13,0,0,40,1
290,6.0,4.0,12.0,1.0,2.0,0.0,39.0,36,13,2174,0,50,0
26531,4.0,2.0,1.0,5.0,2.0,0.0,14.0,28,12,0,0,35,0
30541,4.0,4.0,10.0,3.0,4.0,1.0,39.0,43,13,0,0,45,0
36867,4.0,4.0,11.0,3.0,4.0,1.0,39.0,21,10,0,0,15,0
9645,6.0,2.0,4.0,0.0,4.0,1.0,39.0,47,14,0,0,45,0
32574,4.0,6.0,8.0,1.0,4.0,0.0,11.0,66,4,0,0,20,0
10773,4.0,5.0,14.0,4.0,2.0,1.0,39.0,31,8,0,0,40,0
11003,4.0,4.0,13.0,3.0,4.0,1.0,39.0,33,10,0,0,20,0
329,4.0,5.0,8.0,1.0,2.0,0.0,39.0,48,7,0,0,35,0
32997,7.0,2.0,11.0,0.0,4.0,1.0,39.0,54,11,0,0,40,0
16369,6.0,2.0,3.0,0.0,4.0,1.0,39.0,48,3,0,2042,50,0
25927,4.0,0.0,8.0,4.0,4.0,0.0,39.0,45,9,0,0,32,0
16523,0.0,2.0,0.0,0.0,4.0,1.0,39.0,65,13,10605,0,40,1
7998,4.0,0.0,8.0,4.0,4.0,0.0,39.0,39,9,0,0,81,0
32172,0.0,5.0,0.0,4.0,2.0,0.0,39.0,30,9,0,0,25,0
27411,2.0,2.0,8.0,0.0,4.0,1.0,39.0,56,9,0,0,40,0
34336,4.0,2.0,7.0,0.0,4.0,1.0,39.0,31,9,0,0,40,0
9621,4.0,2.0,4.0,5.0,4.0,0.0,39.0,47,11,0,0,45,1
17783,1.0,4.0,11.0,1.0,2.0,1.0,39.0,37,12,0,0,42,0
8830,4.0,4.0,14.0,1.0,4.0,1.0,39.0,27,8,0,0,40,0
6732,4.0,0.0,4.0,1.0,4.0,0.0,39.0,38,10,0,0,40,0
29479,4.0,2.0,7.0,0.0,4.0,1.0,39.0,53,9,0,0,40,1
20476,2.0,2.0,4.0,0.0,4.0,1.0,39.0,58,9,0,0,50,0
9749,4.0,4.0,5.0,2.0,4.0,1.0,8.0,20,7,0,0,36,0
34215,4.0,2.0,4.0,0.0,4.0,1.0,39.0,46,9,0,0,40,1
30255,4.0,4.0,1.0,3.0,1.0,0.0,39.0,49,9,0,0,40,0
38182,6.0,5.0,10.0,4.0,4.0,1.0,39.0,34,15,0,0,48,1
20177,4.0,2.0,12.0,0.0,4.0,1.0,39.0,49,10,7688,0,40,1
28616,4.0,2.0,7.0,0.0,4.0,1.0,39.0,47,13,7688,0,44,1
17269,4.0,5.0,8.0,1.0,4.0,0.0,39.0,32,10,0,0,38,0
37498,0.0,6.0,0.0,1.0,4.0,0.0,39.0,72,10,0,0,8,0
390,4.0,0.0,3.0,4.0,4.0,0.0,39.0,50,9,0,0,40,0
4801,4.0,2.0,14.0,0.0,4.0,1.0,39.0,67,5,0,0,40,0
14241,0.0,2.0,0.0,0.0,4.0,1.0,39.0,57,5,0,0,40,0
19421,6.0,0.0,3.0,1.0,4.0,1.0,2.0,40,9,0,0,45,0
2241,6.0,2.0,5.0,0.0,4.0,1.0,39.0,28,11,0,0,80,0
37427,4.0,2.0,3.0,0.0,2.0,1.0,39.0,33,9,0,1902,46,1
32789,4.0,2.0,4.0,0.0,4.0,1.0,39.0,28,10,0,0,40,1
23833,2.0,2.0,4.0,0.0,4.0,1.0,39.0,47,9,0,0,40,1
7338,4.0,2.0,13.0,0.0,4.0,1.0,39.0,37,12,0,0,40,1
86,4.0,2.0,3.0,0.0,4.0,1.0,39.0,36,9,0,0,50,0
2031,4.0,2.0,3.0,0.0,4.0,1.0,39.0,27,9,0,0,40,0
21954,5.0,2.0,4.0,0.0,4.0,1.0,39.0,70,13,0,0,40,0
13747,4.0,0.0,10.0,1.0,4.0,0.0,39.0,39,14,0,0,45,1
13361,4.0,4.0,1.0,2.0,2.0,1.0,0.0,21,8,0,0,48,0
29511,2.0,0.0,3.0,4.0,4.0,0.0,39.0,41,11,0,0,45,0
34046,4.0,4.0,10.0,1.0,4.0,1.0,39.0,27,13,0,0,45,0
27092,6.0,2.0,5.0,0.0,4.0,1.0,39.0,39,9,0,0,50,0
9937,4.0,0.0,8.0,1.0,4.0,0.0,39.0,49,10,0,0,40,0
32621,4.0,0.0,7.0,4.0,4.0,1.0,39.0,35,10,0,0,40,0
17175,4.0,2.0,3.0,0.0,4.0,1.0,39.0,26,9,0,0,36,0
18278,4.0,2.0,4.0,5.0,4.0,0.0,39.0,38,12,0,1902,40,1
4087,4.0,2.0,3.0,0.0,4.0,1.0,39.0,29,9,0,0,45,1
34777,6.0,2.0,12.0,5.0,4.0,0.0,39.0,38,9,0,0,24,1
35316,4.0,4.0,7.0,1.0,1.0,1.0,0.0,27,13,0,0,40,0
185,6.0,0.0,10.0,1.0,4.0,1.0,10.0,45,13,0,0,45,0
13690,4.0,4.0,1.0,4.0,2.0,0.0,39.0,44,13,0,0,40,0
37697,4.0,4.0,10.0,1.0,4.0,1.0,39.0,28,13,0,0,50,0
8995,4.0,0.0,1.0,4.0,4.0,0.0,39.0,55,10,4650,0,20,0
11083,4.0,2.0,13.0,0.0,4.0,1.0,39.0,50,13,15024,0,40,1
33213,4.0,2.0,3.0,0.0,4.0,1.0,39.0,31,5,0,0,40,0
1344,6.0,2.0,4.0,0.0,0.0,1.0,39.0,56,9,0,0,30,1
37646,6.0,4.0,10.0,1.0,4.0,1.0,39.0,32,10,0,0,60,0
38481,4.0,2.0,6.0,0.0,4.0,1.0,39.0,56,9,0,0,18,0
13730,4.0,4.0,8.0,3.0,4.0,1.0,39.0,22,13,0,0,35,0
27725,7.0,3.0,10.0,1.0,1.0,0.0,3.0,24,14,0,0,10,0
31054,4.0,2.0,4.0,0.0,4.0,1.0,39.0,28,9,4386,0,45,1
30821,4.0,6.0,4.0,4.0,4.0,1.0,39.0,43,14,4934,0,40,1
7282,4.0,4.0,1.0,3.0,2.0,1.0,14.0,23,10,0,0,20,0
30645,4.0,4.0,1.0,4.0,4.0,0.0,39.0,54,9,0,0,40,0
24350,4.0,0.0,1.0,1.0,4.0,0.0,39.0,42,9,0,0,40,0
35288,7.0,2.0,8.0,0.0,1.0,1.0,39.0,36,11,0,0,40,0
37981,5.0,4.0,3.0,3.0,4.0,1.0,39.0,27,5,0,0,40,0
38511,2.0,2.0,1.0,0.0,4.0,1.0,39.0,55,6,0,0,40,0
26803,4.0,4.0,1.0,3.0,4.0,1.0,39.0,27,9,0,0,40,0
37481,4.0,2.0,12.0,5.0,4.0,0.0,39.0,33,9,0,0,45,0
12232,4.0,2.0,6.0,0.0,2.0,1.0,39.0,42,9,0,0,40,0
8949,4.0,2.0,12.0,0.0,4.0,1.0,39.0,39,10,0,0,40,0
24659,4.0,4.0,1.0,4.0,4.0,1.0,39.0,47,9,0,0,40,0
6935,4.0,4.0,12.0,1.0,4.0,0.0,39.0,26,13,0,0,48,0
5215,4.0,2.0,7.0,0.0,4.0,1.0,39.0,43,10,0,0,40,0
9989,4.0,2.0,3.0,5.0,4.0,0.0,39.0,46,9,5178,0,40,1
24729,4.0,2.0,12.0,0.0,4.0,1.0,39.0,52,10,0,0,40,0
20732,6.0,2.0,3.0,0.0,4.0,1.0,29.0,48,9,0,0,30,0
36751,4.0,4.0,7.0,3.0,4.0,0.0,39.0,21,10,0,0,30,0
31460,4.0,6.0,12.0,1.0,4.0,0.0,39.0,62,9,0,0,43,0
29094,4.0,2.0,3.0,0.0,4.0,1.0,39.0,38,10,0,0,40,1
21669,6.0,2.0,8.0,0.0,4.0,1.0,39.0,35,10,0,0,40,0
20726,0.0,4.0,0.0,3.0,4.0,0.0,39.0,18,10,0,0,40,0
322,6.0,2.0,3.0,0.0,4.0,1.0,39.0,42,9,0,0,50,0
34389,1.0,5.0,10.0,1.0,4.0,0.0,39.0,30,10,0,0,40,0
28054,4.0,2.0,7.0,0.0,4.0,1.0,26.0,53,4,0,0,40,0
21202,4.0,4.0,14.0,3.0,4.0,1.0,39.0,18,6,0,0,40,0
19420,4.0,2.0,3.0,0.0,1.0,1.0,19.0,32,13,0,0,45,0
33322,6.0,2.0,3.0,0.0,4.0,1.0,39.0,56,9,0,0,55,0
28692,4.0,2.0,3.0,0.0,4.0,1.0,39.0,38,9,0,0,45,0
35026,4.0,4.0,1.0,1.0,4.0,1.0,39.0,20,9,0,0,40,0
12403,4.0,2.0,14.0,0.0,4.0,1.0,39.0,45,9,0,0,40,1
38041,4.0,2.0,4.0,0.0,4.0,1.0,39.0,35,13,0,0,40,1
10753,4.0,2.0,7.0,0.0,4.0,1.0,39.0,43,4,0,0,40,0
20413,4.0,0.0,6.0,1.0,4.0,1.0,39.0,34,7,0,0,43,0
14143,6.0,2.0,10.0,0.0,4.0,1.0,39.0,45,13,0,0,40,1
36881,0.0,4.0,0.0,4.0,4.0,1.0,39.0,30,7,0,0,40,0
20217,4.0,4.0,7.0,1.0,1.0,1.0,30.0,26,10,0,0,40,0
12405,2.0,2.0,11.0,0.0,4.0,1.0,39.0,32,9,0,0,40,0
15803,4.0,2.0,4.0,0.0,4.0,1.0,39.0,38,13,0,0,40,1
26736,4.0,2.0,3.0,0.0,4.0,1.0,39.0,52,8,0,0,40,0
23808,4.0,2.0,1.0,5.0,4.0,0.0,39.0,41,14,0,0,50,1
24210,6.0,0.0,12.0,3.0,4.0,1.0,0.0,42,9,0,0,50,0
25992,4.0,2.0,1.0,0.0,4.0,1.0,39.0,55,10,0,0,40,0
30246,6.0,2.0,10.0,5.0,4.0,0.0,39.0,57,13,0,0,35,1
29816,6.0,2.0,10.0,0.0,4.0,1.0,39.0,34,9,0,0,40,1
1655,4.0,2.0,3.0,0.0,4.0,1.0,39.0,31,9,0,0,45,0
11407,5.0,2.0,10.0,0.0,4.0,1.0,39.0,58,16,0,0,24,1
28635,4.0,4.0,1.0,3.0,4.0,0.0,39.0,22,10,0,0,30,0
12612,4.0,0.0,6.0,4.0,2.0,0.0,39.0,45,9,0,0,40,0
15575,4.0,2.0,3.0,0.0,4.0,1.0,39.0,34,6,0,0,40,0
23824,4.0,4.0,12.0,1.0,4.0,1.0,39.0,27,9,0,0,50,0
17785,4.0,4.0,1.0,2.0,4.0,0.0,39.0,47,9,0,0,40,0
14644,4.0,2.0,14.0,0.0,1.0,1.0,0.0,27,12,0,0,40,0
36596,6.0,2.0,12.0,0.0,4.0,1.0,39.0,45,12,5178,0,40,1
29978,4.0,4.0,8.0,1.0,2.0,0.0,39.0,20,9,0,0,40,0
14755,4.0,0.0,4.0,4.0,4.0,0.0,39.0,41,14,0,0,40,0
27124,6.0,2.0,4.0,0.0,4.0,1.0,39.0,46,14,0,0,50,1
7463,4.0,2.0,8.0,5.0,4.0,0.0,39.0,60,9,99999,0,40,1
16980,4.0,2.0,3.0,0.0,4.0,1.0,39.0,35,9,0,0,40,0
28733,4.0,4.0,10.0,1.0,4.0,1.0,39.0,40,12,0,0,40,0
14192,4.0,4.0,1.0,3.0,1.0,0.0,39.0,20,10,0,0,30,0
7353,2.0,3.0,5.0,3.0,2.0,1.0,39.0,40,9,0,0,40,0
8903,7.0,2.0,10.0,0.0,2.0,1.0,39.0,46,13,0,0,40,1
30987,4.0,2.0,12.0,0.0,4.0,1.0,39.0,46,13,0,0,30,1
4092,4.0,2.0,10.0,0.0,4.0,1.0,39.0,33,15,0,0,40,1
10065,6.0,0.0,5.0,1.0,4.0,1.0,39.0,38,10,0,0,40,0
13463,4.0,2.0,3.0,0.0,4.0,1.0,39.0,38,9,0,0,40,1
8302,4.0,2.0,13.0,0.0,4.0,1.0,39.0,40,13,0,0,40,1
24206,4.0,4.0,12.0,3.0,0.0,0.0,39.0,18,9,0,0,20,0
6012,6.0,4.0,10.0,3.0,4.0,1.0,39.0,26,15,0,0,20,0
14993,4.0,2.0,12.0,0.0,4.0,1.0,20.0,63,13,15024,0,40,1
24598,4.0,4.0,12.0,1.0,4.0,1.0,39.0,31,13,0,0,40,1
38842,7.0,4.0,10.0,1.0,4.0,1.0,39.0,35,16,0,0,55,0
37175,4.0,2.0,8.0,5.0,4.0,0.0,39.0,58,8,0,0,24,0
19447,4.0,3.0,8.0,1.0,2.0,0.0,39.0,32,6,0,0,37,0
20379,4.0,4.0,10.0,1.0,4.0,0.0,24.0,23,10,0,0,50,0
38321,0.0,4.0,0.0,3.0,4.0,1.0,39.0,20,10,0,0,16,0
16579,0.0,1.0,0.0,5.0,4.0,0.0,39.0,26,9,0,1651,42,0
5969,4.0,2.0,14.0,0.0,4.0,1.0,39.0,59,9,0,0,45,1
30379,4.0,2.0,7.0,0.0,4.0,1.0,39.0,24,9,0,0,40,0
7390,4.0,4.0,14.0,3.0,4.0,1.0,39.0,18,7,0,0,16,0
19655,4.0,2.0,11.0,0.0,2.0,1.0,39.0,38,10,0,0,40,1
35270,4.0,2.0,1.0,5.0,4.0,0.0,39.0,37,9,0,0,40,1
29942,4.0,4.0,1.0,3.0,4.0,0.0,39.0,18,9,0,0,20,0
12857,7.0,4.0,1.0,1.0,4.0,0.0,39.0,22,10,0,0,15,0
14820,4.0,4.0,4.0,3.0,4.0,0.0,39.0,21,10,0,0,30,0
13644,2.0,0.0,10.0,1.0,4.0,0.0,39.0,53,14,0,0,35,1
7166,4.0,0.0,12.0,4.0,4.0,1.0,39.0,38,10,1506,0,50,0
21364,0.0,4.0,0.0,1.0,4.0,0.0,39.0,22,9,0,0,36,0
5035,4.0,2.0,12.0,0.0,4.0,1.0,39.0,28,13,0,0,40,0
1155,4.0,2.0,10.0,0.0,4.0,1.0,39.0,46,13,15024,0,38,1
9868,1.0,4.0,4.0,1.0,4.0,1.0,39.0,32,10,0,0,40,0
16597,4.0,2.0,4.0,0.0,4.0,1.0,39.0,46,13,15024,0,45,1
27030,4.0,0.0,7.0,1.0,4.0,0.0,39.0,64,9,0,0,40,0
18020,4.0,5.0,6.0,4.0,4.0,1.0,39.0,39,9,0,0,40,0
26193,4.0,2.0,13.0,0.0,4.0,1.0,39.0,54,10,7688,0,40,1
16566,0.0,6.0,0.0,4.0,1.0,0.0,39.0,72,10,0,0,4,0
10963,4.0,0.0,14.0,1.0,4.0,1.0,39.0,49,9,0,0,90,0
27812,4.0,4.0,12.0,1.0,4.0,0.0,39.0,21,10,0,0,55,0
17532,0.0,2.0,0.0,0.0,4.0,1.0,39.0,58,10,99999,0,40,1
19132,4.0,2.0,3.0,0.0,4.0,1.0,39.0,38,9,0,0,45,1
8079,2.0,2.0,10.0,5.0,4.0,0.0,39.0,39,13,0,0,50,1
9422,4.0,4.0,4.0,1.0,4.0,0.0,39.0,60,14,3325,0,35,0
37678,5.0,2.0,4.0,0.0,4.0,1.0,39.0,43,10,0,0,60,0
28502,4.0,2.0,14.0,0.0,4.0,1.0,39.0,43,12,0,0,40,0
17039,4.0,2.0,4.0,0.0,4.0,1.0,39.0,44,14,0,0,50,1
11301,4.0,4.0,3.0,1.0,4.0,1.0,39.0,29,7,0,0,45,0
8762,4.0,4.0,4.0,1.0,4.0,1.0,39.0,37,10,2174,0,40,0
9928,5.0,2.0,4.0,0.0,4.0,1.0,39.0,52,10,0,0,60,1
10505,4.0,4.0,3.0,1.0,4.0,1.0,39.0,39,9,0,1564,50,1
28975,2.0,6.0,8.0,1.0,4.0,1.0,39.0,58,9,0,0,40,0
30837,4.0,4.0,12.0,1.0,4.0,1.0,39.0,20,9,0,0,48,0
9657,4.0,0.0,12.0,1.0,4.0,0.0,39.0,50,14,0,1590,45,0
37037,7.0,5.0,4.0,4.0,2.0,0.0,39.0,39,10,0,0,30,0
25829,4.0,0.0,10.0,4.0,4.0,0.0,39.0,51,9,0,0,40,1
37056,7.0,2.0,10.0,0.0,1.0,1.0,19.0,42,15,0,0,72,1
8586,4.0,2.0,4.0,0.0,4.0,1.0,39.0,38,10,0,1902,50,1
21970,4.0,2.0,8.0,0.0,2.0,1.0,39.0,55,9,0,0,38,0
13074,4.0,4.0,5.0,3.0,2.0,1.0,39.0,20,7,0,0,40,0
24972,4.0,2.0,3.0,0.0,4.0,1.0,4.0,64,8,0,0,40,0
14088,4.0,0.0,1.0,1.0,4.0,0.0,39.0,58,9,0,0,42,0
24312,4.0,4.0,1.0,1.0,2.0,1.0,39.0,31,11,0,0,45,0
548,6.0,4.0,10.0,1.0,4.0,0.0,39.0,24,7,0,0,3,0
19982,4.0,4.0,8.0,3.0,4.0,0.0,39.0,20,10,0,0,15,0
31737,7.0,4.0,3.0,3.0,4.0,1.0,39.0,31,11,0,0,40,0
7381,4.0,2.0,7.0,0.0,4.0,1.0,39.0,47,6,0,0,46,1
14972,4.0,2.0,10.0,0.0,4.0,1.0,39.0,49,15,0,0,48,0
6247,4.0,4.0,8.0,4.0,4.0,1.0,8.0,30,1,0,0,28,0
17653,4.0,2.0,12.0,0.0,4.0,1.0,39.0,54,14,0,0,40,0
14691,0.0,4.0,0.0,3.0,4.0,1.0,39.0,22,10,0,0,30,0
37857,1.0,2.0,13.0,0.0,2.0,1.0,39.0,51,12,0,0,40,0
27834,4.0,4.0,12.0,3.0,4.0,1.0,39.0,29,13,0,0,40,0
24444,0.0,2.0,0.0,0.0,4.0,1.0,39.0,63,14,0,0,30,0
18352,4.0,5.0,12.0,4.0,2.0,0.0,39.0,21,6,0,0,38,0
37687,6.0,0.0,12.0,1.0,4.0,1.0,39.0,30,13,0,2444,55,1
2918,4.0,0.0,10.0,1.0,4.0,0.0,39.0,55,13,0,0,40,1
19568,6.0,2.0,12.0,0.0,1.0,1.0,3.0,51,13,0,2415,40,1
4225,2.0,5.0,1.0,3.0,2.0,1.0,39.0,36,10,0,0,40,0
8612,6.0,2.0,5.0,0.0,4.0,1.0,39.0,57,9,0,0,60,1
5566,4.0,3.0,1.0,4.0,4.0,0.0,39.0,49,14,0,0,40,0
31847,1.0,2.0,1.0,0.0,2.0,1.0,39.0,39,9,7688,0,52,1
14756,2.0,6.0,11.0,4.0,2.0,0.0,39.0,54,7,0,0,40,0
13504,0.0,0.0,0.0,3.0,2.0,1.0,39.0,29,10,0,0,40,0
2001,5.0,2.0,4.0,0.0,4.0,1.0,39.0,44,10,7688,0,45,1
27123,4.0,4.0,1.0,2.0,4.0,0.0,39.0,21,7,0,0,40,0
21466,4.0,0.0,1.0,1.0,4.0,0.0,39.0,27,10,0,0,38,0
3484,2.0,4.0,10.0,3.0,4.0,0.0,39.0,23,13,0,0,45,0
2035,4.0,4.0,6.0,3.0,4.0,1.0,39.0,18,7,0,0,24,0
22330,4.0,4.0,3.0,1.0,4.0,1.0,39.0,35,5,0,0,40,0
20921,4.0,2.0,12.0,5.0,4.0,1.0,0.0,36,13,0,0,60,0
4938,4.0,4.0,4.0,3.0,4.0,1.0,39.0,25,10,0,0,40,0
9199,1.0,0.0,13.0,4.0,4.0,0.0,39.0,37,9,0,0,40,0
36549,4.0,4.0,11.0,3.0,4.0,1.0,39.0,21,9,0,0,40,0
1982,4.0,2.0,6.0,0.0,4.0,1.0,39.0,36,9,0,0,40,0
35886,2.0,2.0,10.0,0.0,4.0,1.0,2.0,37,12,0,0,45,1
6112,2.0,2.0,6.0,0.0,4.0,1.0,39.0,42,6,99999,0,40,1
20262,6.0,5.0,3.0,1.0,2.0,1.0,39.0,39,6,0,0,40,0
25141,4.0,2.0,1.0,0.0,4.0,1.0,39.0,44,13,0,0,45,0
32503,4.0,2.0,12.0,5.0,4.0,0.0,39.0,37,10,0,0,40,1
16832,2.0,4.0,10.0,3.0,4.0,0.0,39.0,23,13,0,0,15,0
11232,2.0,5.0,7.0,1.0,2.0,1.0,39.0,34,7,0,0,40,0
37518,4.0,0.0,8.0,1.0,4.0,0.0,39.0,19,6,0,0,40,0
34659,4.0,2.0,3.0,0.0,4.0,1.0,39.0,54,9,0,0,40,1
34405,4.0,4.0,8.0,1.0,4.0,1.0,2.0,53,13,0,0,40,0
23065,2.0,2.0,5.0,0.0,4.0,1.0,39.0,43,10,0,0,40,0
35905,1.0,0.0,11.0,1.0,4.0,1.0,39.0,43,14,0,0,60,1
12179,4.0,4.0,4.0,1.0,4.0,1.0,39.0,26,14,0,0,48,0
22742,4.0,4.0,4.0,1.0,2.0,0.0,39.0,43,13,0,0,50,1
31039,2.0,4.0,10.0,1.0,4.0,0.0,39.0,36,11,0,0,40,0
6817,4.0,2.0,7.0,0.0,4.0,1.0,39.0,31,9,0,0,40,1
35982,4.0,0.0,4.0,1.0,4.0,0.0,39.0,31,13,0,0,50,1
6687,1.0,0.0,10.0,1.0,4.0,1.0,39.0,50,9,0,1590,40,0
29956,4.0,4.0,4.0,1.0,4.0,0.0,39.0,40,13,0,0,50,0
7454,4.0,2.0,3.0,0.0,4.0,1.0,39.0,50,9,7688,0,40,1
7467,7.0,4.0,11.0,1.0,2.0,1.0,39.0,23,10,0,0,30,0
18057,4.0,0.0,3.0,1.0,4.0,1.0,39.0,36,9,0,0,40,0
33373,4.0,2.0,5.0,0.0,4.0,1.0,26.0,41,3,0,0,40,0
33104,0.0,4.0,0.0,3.0,4.0,1.0,39.0,20,10,0,0,25,0
19744,6.0,0.0,4.0,1.0,4.0,0.0,39.0,48,11,0,0,50,0
9560,5.0,2.0,4.0,0.0,4.0,1.0,39.0,49,13,0,0,50,0
1735,4.0,4.0,8.0,1.0,1.0,1.0,3.0,22,10,1055,0,20,0
31949,2.0,0.0,10.0,4.0,4.0,0.0,39.0,44,14,0,0,40,0
11431,4.0,2.0,1.0,5.0,4.0,0.0,39.0,51,10,0,0,40,0
26290,4.0,4.0,12.0,3.0,4.0,0.0,39.0,23,12,0,0,40,0
33285,4.0,2.0,7.0,0.0,4.0,1.0,39.0,52,9,0,0,40,0
25475,4.0,4.0,1.0,3.0,4.0,1.0,39.0,28,16,0,0,18,0
3950,7.0,0.0,3.0,3.0,4.0,1.0,39.0,48,9,8614,0,40,1
22132,4.0,4.0,4.0,1.0,4.0,0.0,39.0,40,10,0,1340,40,0
36315,4.0,2.0,14.0,0.0,4.0,1.0,39.0,48,12,0,0,44,0
29207,4.0,2.0,12.0,0.0,4.0,1.0,39.0,33,13,7688,0,50,1
13447,0.0,4.0,0.0,3.0,4.0,1.0,39.0,19,10,0,0,40,0
2520,4.0,4.0,4.0,1.0,4.0,0.0,39.0,26,13,0,0,40,0
31227,6.0,3.0,3.0,3.0,4.0,1.0,39.0,30,10,0,0,60,1
27239,6.0,2.0,4.0,0.0,4.0,1.0,39.0,52,11,0,0,40,0
15604,4.0,2.0,12.0,0.0,4.0,1.0,39.0,49,9,0,0,40,1
36259,4.0,2.0,4.0,0.0,4.0,1.0,39.0,44,13,0,0,40,1
36097,4.0,2.0,1.0,0.0,4.0,1.0,39.0,35,9,0,0,40,0
22743,4.0,0.0,12.0,4.0,1.0,0.0,39.0,39,10,0,0,38,0
30784,4.0,2.0,12.0,0.0,4.0,1.0,39.0,47,9,0,0,40,0
26336,4.0,2.0,12.0,0.0,2.0,1.0,39.0,48,13,0,0,40,1
25371,4.0,0.0,10.0,1.0,4.0,1.0,39.0,28,10,0,0,40,0
18299,4.0,2.0,3.0,0.0,4.0,1.0,39.0,33,7,0,0,40,0
3962,4.0,0.0,1.0,4.0,4.0,0.0,39.0,37,10,0,0,38,0
25095,4.0,2.0,12.0,5.0,4.0,0.0,39.0,36,9,7298,0,35,1
3445,4.0,4.0,8.0,1.0,4.0,0.0,39.0,55,9,0,0,24,0
36582,4.0,4.0,1.0,1.0,4.0,0.0,39.0,22,9,0,0,60,0
17872,4.0,4.0,7.0,3.0,4.0,1.0,39.0,39,10,0,0,40,0
22428,4.0,2.0,12.0,0.0,4.0,1.0,39.0,46,10,0,0,8,0
266,4.0,4.0,12.0,1.0,4.0,1.0,39.0,37,10,0,0,60,0
35824,4.0,2.0,4.0,0.0,4.0,1.0,39.0,58,14,0,0,50,1
37286,4.0,2.0,8.0,0.0,4.0,1.0,39.0,29,9,0,0,35,0
27707,2.0,2.0,10.0,0.0,4.0,1.0,39.0,48,15,0,0,45,1
20280,4.0,0.0,12.0,1.0,4.0,1.0,39.0,36,10,0,0,40,0
218,4.0,4.0,5.0,2.0,4.0,1.0,32.0,31,4,0,0,60,0
1785,4.0,0.0,8.0,3.0,4.0,0.0,39.0,24,5,0,0,35,0
23269,4.0,5.0,4.0,1.0,4.0,0.0,39.0,45,13,0,0,55,0
14284,2.0,2.0,3.0,0.0,4.0,1.0,39.0,34,10,0,0,40,0
11486,4.0,2.0,10.0,0.0,0.0,1.0,39.0,38,13,0,0,70,1
16666,4.0,2.0,12.0,0.0,4.0,1.0,39.0,55,9,0,0,40,0
22059,4.0,2.0,12.0,0.0,4.0,1.0,39.0,58,9,0,0,40,0
27541,4.0,2.0,1.0,5.0,1.0,0.0,25.0,24,10,0,0,40,0
35780,0.0,4.0,0.0,1.0,4.0,1.0,39.0,45,9,0,0,2,0
32637,4.0,0.0,10.0,4.0,1.0,0.0,30.0,35,13,0,0,36,0
1629,4.0,4.0,7.0,2.0,3.0,1.0,39.0,20,9,0,0,32,0
18565,4.0,2.0,5.0,0.0,4.0,1.0,39.0,81,15,10605,0,2,1
35414,4.0,2.0,7.0,0.0,2.0,1.0,39.0,26,10,0,0,40,0
37516,4.0,0.0,1.0,4.0,4.0,0.0,39.0,45,9,0,0,40,0
4221,4.0,4.0,8.0,3.0,4.0,1.0,39.0,26,9,0,0,24,0
36077,4.0,3.0,1.0,3.0,2.0,0.0,39.0,25,10,0,0,20,0
32953,6.0,6.0,8.0,1.0,4.0,0.0,9.0,77,5,0,0,40,0
31868,4.0,4.0,1.0,4.0,4.0,0.0,39.0,23,9,0,0,45,0
20260,4.0,3.0,12.0,1.0,4.0,1.0,39.0,68,3,0,0,22,0
35875,4.0,2.0,1.0,5.0,4.0,0.0,39.0,37,10,0,0,40,0
